,Unnamed: 0,date,zipcode,pickups,dropoffs,pickup_passengers,dropoff_passengers,FELONIES,MISDEMEANORS,VIOLATIONS,price,date_enc
552,3282,04/2010,10007,63943,62927,107160,106734,11.0,17.0,4.0,1136.0,18
553,3283,04/2010,10009,335143,309360,555246,517589,87.0,185.0,54.0,913.0,18
558,3288,04/2010,10014,622825,542092,1056558,923906,73.0,149.0,24.0,1108.0,18
561,3291,04/2010,10018,344542,320467,576735,539261,76.0,122.0,9.0,1080.0,18
566,3296,04/2010,10023,473495,448559,787354,746353,54.0,82.0,25.0,1059.0,18
567,3297,04/2010,10024,436688,455508,732562,766495,56.0,113.0,15.0,987.0,18
568,3298,04/2010,10025,316270,324509,525151,545712,80.0,208.0,47.0,847.0,18
569,3299,04/2010,10026,47040,72823,78951,121095,69.0,243.0,43.0,632.0,18
572,3302,04/2010,10029,133214,159767,220655,263236,94.0,328.0,69.0,680.0,18
573,3303,04/2010,10030,4123,19488,7134,32728,60.0,137.0,34.0,516.0,18
574,3304,04/2010,10031,14968,33109,24843,55938,83.0,211.0,37.0,476.0,18
575,3305,04/2010,10032,9325,28381,15264,46488,80.0,152.0,31.0,454.0,18
576,3306,04/2010,10033,5053,30592,8496,51406,73.0,140.0,18.0,464.0,18
577,3307,04/2010,10034,1279,13058,2338,22157,54.0,110.0,17.0,495.0,18
578,3308,04/2010,10035,38394,78244,65088,129894,129.0,410.0,79.0,610.0,18
581,3311,04/2010,10038,105027,117626,177757,194107,19.0,57.0,7.0,906.0,18
582,3312,04/2010,10039,1532,9408,2820,16309,59.0,145.0,39.0,496.0,18
585,3315,04/2010,10065,609353,538781,997624,887469,57.0,73.0,11.0,1053.0,18
586,3316,04/2010,10069,326865,296297,544767,496403,28.0,102.0,25.0,1121.0,18
587,3317,04/2010,10075,268979,259052,452479,430970,12.0,13.0,4.0,1020.0,18
589,3319,04/2010,10128,354527,353358,573068,584732,54.0,81.0,21.0,850.0,18
590,3320,04/2010,10280,26766,28688,43566,47482,1.0,6.0,2.0,845.0,18
593,3323,04/2010,10301,569,1036,1061,1904,75.0,263.0,64.0,269.0,18
594,3324,04/2010,10302,318,499,531,847,43.0,114.0,31.0,235.0,18
595,3325,04/2010,10303,5201,22659,10531,41821,19.0,80.0,26.0,215.0,18
596,3326,04/2010,10304,152,460,179,679,33.0,114.0,44.0,254.0,18
597,3327,04/2010,10305,559,1051,870,1656,29.0,97.0,31.0,258.0,18
598,3328,04/2010,10306,293,515,490,836,27.0,105.0,39.0,283.0,18
599,3329,04/2010,10307,1960,2115,3424,3645,3.0,38.0,16.0,279.0,18
600,3330,04/2010,10308,166,279,244,457,22.0,88.0,24.0,281.0,18
601,3331,04/2010,10309,522,607,894,1053,23.0,54.0,24.0,239.0,18
602,3332,04/2010,10310,634,888,1129,1517,48.0,108.0,31.0,256.0,18
603,3333,04/2010,10312,161,320,242,539,30.0,91.0,21.0,252.0,18
604,3334,04/2010,10314,99,405,122,615,31.0,168.0,43.0,251.0,18
613,3343,04/2010,10459,688,2004,1608,3794,117.0,269.0,41.0,224.0,18
616,3346,04/2010,10462,859,4621,1420,7772,117.0,247.0,46.0,175.0,18
622,3352,04/2010,10470,1068,3774,1778,6365,60.0,151.0,17.0,208.0,18
629,3359,04/2010,11004,97,455,139,718,14.0,11.0,0.0,415.0,18
633,3363,04/2010,11101,25924,28550,41982,46897,20.0,54.0,9.0,504.0,18
634,3364,04/2010,11102,20010,35245,32226,58330,34.0,104.0,13.0,497.0,18
635,3365,04/2010,11103,17596,40640,31805,69908,58.0,133.0,29.0,416.0,18
636,3366,04/2010,11104,28823,36190,46748,60468,47.0,100.0,27.0,433.0,18
637,3367,04/2010,11105,6052,22711,10036,38152,25.0,51.0,13.0,365.0,18
640,3370,04/2010,11201,80533,104131,135821,175277,81.0,175.0,55.0,649.0,18
641,3371,04/2010,11203,311,2674,567,4500,105.0,170.0,50.0,248.0,18
642,3372,04/2010,11204,470,2499,806,4275,38.0,107.0,22.0,372.0,18
644,3374,04/2010,11206,4572,25862,9080,44737,186.0,328.0,65.0,292.0,18
645,3375,04/2010,11207,418,2207,787,3882,191.0,440.0,59.0,273.0,18
646,3376,04/2010,11208,396,2079,681,3625,173.0,399.0,62.0,265.0,18
648,3378,04/2010,11210,581,3694,994,6084,107.0,147.0,32.0,317.0,18
650,3380,04/2010,11212,239,2018,477,3480,203.0,380.0,77.0,266.0,18
652,3382,04/2010,11214,806,3131,1223,5157,64.0,165.0,39.0,378.0,18
653,3383,04/2010,11215,11256,52116,18905,87203,67.0,115.0,24.0,574.0,18
661,3391,04/2010,11223,1227,4079,2071,7002,64.0,169.0,20.0,399.0,18
662,3392,04/2010,11224,543,1301,936,2239,58.0,180.0,26.0,323.0,18
664,3394,04/2010,11226,874,7430,1329,12316,181.0,284.0,51.0,322.0,18
665,3395,04/2010,11228,566,4439,930,7442,35.0,82.0,32.0,398.0,18
668,3398,04/2010,11231,24671,33458,41560,55697,44.0,95.0,24.0,601.0,18
669,3399,04/2010,11232,1654,5792,2824,9723,38.0,65.0,14.0,461.0,18
671,3401,04/2010,11234,489,2468,809,4271,98.0,155.0,45.0,328.0,18
672,3402,04/2010,11235,641,3313,1074,5808,79.0,171.0,41.0,411.0,18
677,3407,04/2010,11354,986,3428,1692,5903,35.0,61.0,15.0,402.0,18
678,3408,04/2010,11355,5079,5455,7605,8900,86.0,144.0,19.0,391.0,18
679,3409,04/2010,11356,987,2402,1845,4189,21.0,45.0,17.0,348.0,18
680,3410,04/2010,11357,381,2197,675,3780,20.0,28.0,21.0,418.0,18
681,3411,04/2010,11358,247,1781,479,2949,25.0,38.0,6.0,379.0,18
683,3413,04/2010,11361,162,1473,250,2487,32.0,37.0,9.0,410.0,18
684,3414,04/2010,11362,139,823,237,1423,14.0,17.0,2.0,428.0,18
685,3415,04/2010,11363,476,1242,732,1997,4.0,8.0,5.0,445.0,18
686,3416,04/2010,11364,232,1445,363,2385,31.0,32.0,4.0,417.0,18
687,3417,04/2010,11365,222,1698,454,2948,19.0,33.0,8.0,390.0,18
688,3418,04/2010,11366,294,1951,528,3469,22.0,36.0,7.0,393.0,18
689,3419,04/2010,11367,1876,6130,3678,10797,41.0,87.0,29.0,340.0,18
690,3420,04/2010,11368,3169,8602,5220,14917,111.0,175.0,31.0,373.0,18
691,3421,04/2010,11369,229,1422,370,2310,15.0,31.0,10.0,292.0,18
693,3423,04/2010,11372,9758,27920,15683,47505,146.0,311.0,50.0,337.0,18
695,3425,04/2010,11374,4097,12487,6186,20301,54.0,132.0,36.0,383.0,18
696,3426,04/2010,11375,11707,17246,19491,28947,36.0,77.0,18.0,428.0,18
697,3427,04/2010,11377,11048,18497,17456,30632,44.0,88.0,17.0,358.0,18
698,3428,04/2010,11378,2167,6951,3895,11784,36.0,71.0,19.0,339.0,18
699,3429,04/2010,11379,833,3738,1480,6311,27.0,42.0,15.0,350.0,18
700,3430,04/2010,11385,467,2900,769,4783,40.0,103.0,22.0,322.0,18
701,3431,04/2010,11411,201,991,389,1731,34.0,37.0,8.0,303.0,18
702,3432,04/2010,11412,234,928,511,1713,68.0,88.0,12.0,255.0,18
703,3433,04/2010,11413,367,1487,780,2747,58.0,97.0,25.0,269.0,18
704,3434,04/2010,11414,531,1398,1084,2601,20.0,32.0,9.0,310.0,18
705,3435,04/2010,11415,2979,7887,4887,13115,38.0,65.0,15.0,332.0,18
706,3436,04/2010,11416,342,1269,643,2216,32.0,51.0,12.0,269.0,18
707,3437,04/2010,11417,410,1446,752,2557,27.0,62.0,23.0,291.0,18
708,3438,04/2010,11418,486,2514,756,4240,22.0,58.0,20.0,274.0,18
709,3439,04/2010,11419,627,1837,982,3095,61.0,88.0,30.0,270.0,18
710,3440,04/2010,11420,333,1210,605,2080,44.0,34.0,12.0,279.0,18
711,3441,04/2010,11421,554,2630,921,4400,57.0,72.0,25.0,263.0,18
712,3442,04/2010,11422,615,2263,1344,4185,25.0,58.0,13.0,286.0,18
713,3443,04/2010,11423,455,1909,983,3427,36.0,55.0,19.0,290.0,18
714,3444,04/2010,11426,209,706,384,1262,12.0,19.0,4.0,327.0,18
715,3445,04/2010,11427,145,863,302,1558,18.0,32.0,6.0,325.0,18
716,3446,04/2010,11428,101,473,189,849,9.0,20.0,7.0,294.0,18
717,3447,04/2010,11429,130,582,197,957,40.0,64.0,23.0,273.0,18
719,3449,04/2010,11432,762,3388,1701,6126,53.0,96.0,30.0,348.0,18
720,3450,04/2010,11433,379,1190,759,2168,82.0,148.0,40.0,280.0,18
721,3451,04/2010,11434,89204,45328,155123,76959,80.0,112.0,29.0,276.0,18
722,3452,04/2010,11435,2819,4508,4888,7600,92.0,190.0,33.0,281.0,18
723,3453,04/2010,11436,4061,4449,7475,7993,71.0,91.0,20.0,278.0,18
724,3454,04/2010,11691,481,948,901,1692,50.0,117.0,34.0,268.0,18
725,3455,04/2010,11692,354,651,739,1275,46.0,100.0,29.0,266.0,18
726,3456,04/2010,11694,358,800,699,1486,7.0,30.0,15.0,377.0,18
728,4368,05/2010,10001,646475,664770,1076072,1109885,139.0,312.0,27.0,1056.0,24
729,4369,05/2010,10002,211685,196457,366599,342342,97.0,252.0,30.0,929.0,24
731,4371,05/2010,10004,86582,99786,150277,172057,5.0,13.0,5.0,1063.0,24
732,4372,05/2010,10005,54667,67782,91742,111703,9.0,69.0,5.0,969.0,24
733,4373,05/2010,10006,42831,42032,73153,70134,2.0,5.0,1.0,862.0,24
734,4374,05/2010,10007,66827,63963,112428,109192,13.0,26.0,1.0,1136.0,24
735,4375,05/2010,10009,346028,318295,578413,535622,110.0,231.0,41.0,923.0,24
740,4380,05/2010,10014,636498,555390,1087739,955093,86.0,161.0,27.0,1114.0,24
743,4383,05/2010,10018,351374,326865,589777,550907,70.0,100.0,7.0,1100.0,24
748,4388,05/2010,10023,486815,462426,810335,771270,61.0,116.0,21.0,1071.0,24
749,4389,05/2010,10024,451092,462814,757949,777912,56.0,108.0,14.0,995.0,24
750,4390,05/2010,10025,325609,339938,547306,575260,93.0,223.0,68.0,854.0,24
751,4391,05/2010,10026,48685,74675,81704,125480,100.0,255.0,71.0,634.0,24
754,4394,05/2010,10029,136410,162558,225370,268305,107.0,313.0,59.0,692.0,24
755,4395,05/2010,10030,4062,19302,7053,32675,82.0,159.0,36.0,515.0,24
756,4396,05/2010,10031,15997,34661,27241,59057,63.0,179.0,52.0,478.0,24
757,4397,05/2010,10032,9997,28802,16479,47811,76.0,203.0,39.0,453.0,24
758,4398,05/2010,10033,5795,32010,10008,53988,66.0,175.0,36.0,464.0,24
759,4399,05/2010,10034,1388,13600,2438,22945,68.0,110.0,26.0,484.0,24
760,4400,05/2010,10035,41217,82023,69677,135871,163.0,434.0,66.0,613.0,24
763,4403,05/2010,10038,114373,123940,195538,206366,27.0,59.0,14.0,908.0,24
764,4404,05/2010,10039,1565,10411,2801,18372,60.0,144.0,41.0,499.0,24
767,4407,05/2010,10065,618440,544808,1007746,892477,53.0,82.0,12.0,1065.0,24
768,4408,05/2010,10069,334677,304027,561395,512134,40.0,96.0,18.0,1129.0,24
769,4409,05/2010,10075,280881,267820,472516,447572,8.0,21.0,4.0,1026.0,24
771,4411,05/2010,10128,359308,361407,581913,599292,52.0,63.0,20.0,855.0,24
772,4412,05/2010,10280,27089,29002,45378,48962,3.0,2.0,0.0,846.0,24
775,4415,05/2010,10301,731,1212,1307,2172,77.0,232.0,64.0,267.0,24
776,4416,05/2010,10302,279,493,456,877,44.0,126.0,30.0,232.0,24
777,4417,05/2010,10303,5597,25203,11239,45662,34.0,81.0,21.0,212.0,24
778,4418,05/2010,10304,154,475,242,782,31.0,92.0,26.0,252.0,24
779,4419,05/2010,10305,394,976,649,1604,23.0,99.0,42.0,256.0,24
780,4420,05/2010,10306,254,503,423,859,29.0,112.0,34.0,281.0,24
781,4421,05/2010,10307,1761,1909,2859,3051,21.0,39.0,11.0,275.0,24
782,4422,05/2010,10308,141,286,218,453,18.0,97.0,32.0,279.0,24
783,4423,05/2010,10309,709,800,2626,2788,16.0,69.0,26.0,237.0,24
784,4424,05/2010,10310,457,762,889,1368,33.0,118.0,35.0,253.0,24
785,4425,05/2010,10312,121,286,189,490,15.0,92.0,21.0,250.0,24
786,4426,05/2010,10314,109,445,225,810,24.0,152.0,49.0,249.0,24
795,4435,05/2010,10459,427,1887,864,3464,106.0,292.0,43.0,224.0,24
798,4438,05/2010,10462,859,4719,1618,8249,122.0,243.0,63.0,166.0,24
804,4444,05/2010,10470,1267,4266,1956,7166,54.0,122.0,13.0,207.0,24
811,4451,05/2010,11004,97,439,146,724,12.0,23.0,1.0,419.0,24
815,4455,05/2010,11101,26389,29303,42597,48341,30.0,68.0,11.0,501.0,24
816,4456,05/2010,11102,20943,36776,33652,60764,66.0,102.0,22.0,510.0,24
817,4457,05/2010,11103,17765,41601,30588,70341,56.0,126.0,23.0,416.0,24
818,4458,05/2010,11104,30045,38371,50332,65458,47.0,103.0,29.0,438.0,24
819,4459,05/2010,11105,6425,24052,10574,40040,31.0,63.0,12.0,365.0,24
822,4462,05/2010,11201,88797,110372,150602,186029,74.0,239.0,44.0,651.0,24
823,4463,05/2010,11203,450,3008,621,4821,135.0,185.0,34.0,247.0,24
824,4464,05/2010,11204,400,2584,678,4326,50.0,113.0,27.0,369.0,24
826,4466,05/2010,11206,5724,27965,11484,48720,165.0,367.0,58.0,289.0,24
827,4467,05/2010,11207,484,2410,831,4156,191.0,451.0,56.0,271.0,24
828,4468,05/2010,11208,427,2111,747,3597,203.0,399.0,55.0,258.0,24
830,4470,05/2010,11210,600,3889,1017,6572,98.0,165.0,43.0,316.0,24
832,4472,05/2010,11212,323,2086,557,3518,206.0,467.0,78.0,259.0,24
834,4474,05/2010,11214,1213,3600,1899,5998,51.0,134.0,34.0,377.0,24
835,4475,05/2010,11215,14093,56967,23997,95942,82.0,136.0,32.0,573.0,24
843,4483,05/2010,11223,1135,4140,1803,6889,60.0,156.0,26.0,398.0,24
844,4484,05/2010,11224,537,1359,980,2384,96.0,179.0,40.0,320.0,24
846,4486,05/2010,11226,961,7936,1494,13320,176.0,318.0,60.0,324.0,24
847,4487,05/2010,11228,735,4694,1129,7815,39.0,88.0,20.0,397.0,24
850,4490,05/2010,11231,28740,36995,48152,61893,35.0,108.0,26.0,598.0,24
851,4491,05/2010,11232,2101,6578,3445,11168,47.0,64.0,16.0,458.0,24
853,4493,05/2010,11234,626,2708,955,4535,84.0,200.0,41.0,327.0,24
854,4494,05/2010,11235,626,3496,993,5970,70.0,131.0,23.0,412.0,24
859,4499,05/2010,11354,1159,4070,1832,6833,31.0,53.0,12.0,403.0,24
860,4500,05/2010,11355,5260,5737,7860,9376,78.0,135.0,18.0,396.0,24
861,4501,05/2010,11356,843,2412,1636,4271,23.0,53.0,12.0,351.0,24
862,4502,05/2010,11357,421,2183,731,3772,18.0,38.0,13.0,420.0,24
863,4503,05/2010,11358,334,1958,551,3318,17.0,37.0,9.0,382.0,24
865,4505,05/2010,11361,159,1647,264,2771,15.0,44.0,17.0,413.0,24
866,4506,05/2010,11362,157,804,242,1310,17.0,16.0,6.0,430.0,24
867,4507,05/2010,11363,393,1152,626,1929,7.0,8.0,1.0,444.0,24
868,4508,05/2010,11364,190,1475,374,2536,23.0,22.0,7.0,419.0,24
869,4509,05/2010,11365,299,2054,545,3351,28.0,42.0,7.0,395.0,24
870,4510,05/2010,11366,307,2107,606,3680,24.0,28.0,4.0,394.0,24
871,4511,05/2010,11367,1912,6214,3456,10608,38.0,93.0,20.0,344.0,24
872,4512,05/2010,11368,3774,9586,6822,17022,80.0,195.0,35.0,373.0,24
873,4513,05/2010,11369,241,1572,386,2593,25.0,50.0,14.0,292.0,24
875,4515,05/2010,11372,12044,31830,19906,54806,173.0,296.0,67.0,341.0,24
877,4517,05/2010,11374,3763,12641,6058,21309,58.0,145.0,18.0,385.0,24
878,4518,05/2010,11375,12750,17936,21255,29701,41.0,88.0,25.0,428.0,24
879,4519,05/2010,11377,12260,20171,20086,34149,44.0,94.0,18.0,360.0,24
880,4520,05/2010,11378,2117,7387,3722,12557,57.0,85.0,15.0,339.0,24
881,4521,05/2010,11379,596,3743,1107,6383,22.0,46.0,18.0,352.0,24
882,4522,05/2010,11385,447,3122,964,5554,42.0,103.0,19.0,321.0,24
883,4523,05/2010,11411,162,1028,364,1840,35.0,51.0,19.0,304.0,24
884,4524,05/2010,11412,183,881,343,1499,66.0,62.0,15.0,255.0,24
885,4525,05/2010,11413,277,1437,610,2639,61.0,91.0,24.0,270.0,24
886,4526,05/2010,11414,461,1278,923,2342,11.0,32.0,9.0,311.0,24
887,4527,05/2010,11415,2811,7845,4498,13107,44.0,77.0,19.0,329.0,24
888,4528,05/2010,11416,430,1450,679,2426,33.0,58.0,20.0,270.0,24
889,4529,05/2010,11417,404,1522,731,2673,40.0,66.0,9.0,292.0,24
890,4530,05/2010,11418,642,2871,1085,4828,45.0,83.0,15.0,277.0,24
891,4531,05/2010,11419,804,2101,1300,3456,75.0,90.0,29.0,269.0,24
892,4532,05/2010,11420,358,1287,709,2277,42.0,44.0,21.0,280.0,24
893,4533,05/2010,11421,570,2775,960,4810,60.0,83.0,20.0,265.0,24
894,4534,05/2010,11422,380,2056,654,3432,45.0,44.0,17.0,287.0,24
895,4535,05/2010,11423,297,1872,556,3321,47.0,65.0,25.0,292.0,24
896,4536,05/2010,11426,167,651,264,1049,12.0,14.0,5.0,330.0,24
897,4537,05/2010,11427,200,947,328,1651,18.0,21.0,10.0,327.0,24
898,4538,05/2010,11428,123,537,174,874,13.0,20.0,11.0,297.0,24
899,4539,05/2010,11429,87,619,156,1075,46.0,57.0,19.0,274.0,24
901,4541,05/2010,11432,1038,3682,2250,6734,57.0,106.0,33.0,349.0,24
902,4542,05/2010,11433,313,1170,596,1995,84.0,135.0,33.0,280.0,24
903,4543,05/2010,11434,101146,52533,174379,89249,80.0,126.0,28.0,277.0,24
904,4544,05/2010,11435,2960,4763,5063,7981,87.0,135.0,41.0,282.0,24
905,4545,05/2010,11436,4691,5443,8412,9773,62.0,77.0,24.0,280.0,24
906,4546,05/2010,11691,724,1168,1305,2069,77.0,140.0,41.0,267.0,24
907,4547,05/2010,11692,385,713,1037,1634,49.0,116.0,31.0,265.0,24
908,4548,05/2010,11694,485,872,1024,1710,21.0,38.0,12.0,377.0,24
910,5460,06/2010,10001,628668,642995,1037761,1070193,111.0,292.0,16.0,1069.0,30
911,5461,06/2010,10002,192383,184564,330392,318769,105.0,252.0,44.0,932.0,30
913,5463,06/2010,10004,87746,102488,152772,176663,9.0,24.0,0.0,1060.0,30
914,5464,06/2010,10005,52540,66082,88074,107504,10.0,50.0,5.0,973.0,30
915,5465,06/2010,10006,42144,40930,71626,68249,1.0,3.0,3.0,857.0,30
916,5466,06/2010,10007,63292,60788,105673,102982,15.0,17.0,3.0,1132.0,30
917,5467,06/2010,10009,320459,296088,534045,497747,121.0,226.0,44.0,929.0,30
922,5472,06/2010,10014,593278,518003,1005396,883896,98.0,155.0,19.0,1120.0,30
925,5475,06/2010,10018,348634,326426,582145,548854,60.0,117.0,8.0,1114.0,30
930,5480,06/2010,10023,465147,439230,774931,731789,49.0,90.0,17.0,1084.0,30
931,5481,06/2010,10024,429384,439854,721102,740793,50.0,122.0,28.0,1001.0,30
932,5482,06/2010,10025,296240,307883,494141,517672,75.0,194.0,39.0,859.0,30
933,5483,06/2010,10026,43613,68517,73363,114500,86.0,236.0,45.0,634.0,30
936,5486,06/2010,10029,127032,152905,208683,251064,89.0,265.0,48.0,705.0,30
937,5487,06/2010,10030,3635,17495,6417,29724,67.0,154.0,39.0,512.0,30
938,5488,06/2010,10031,13443,30874,23027,52828,74.0,204.0,33.0,478.0,30
939,5489,06/2010,10032,8159,26125,13280,42665,68.0,152.0,41.0,447.0,30
940,5490,06/2010,10033,5475,29356,10306,50631,78.0,173.0,32.0,459.0,30
941,5491,06/2010,10034,1073,12149,1882,20496,66.0,108.0,21.0,470.0,30
942,5492,06/2010,10035,37751,75874,63530,125381,150.0,444.0,110.0,616.0,30
945,5495,06/2010,10038,113676,122477,193693,203259,25.0,53.0,10.0,911.0,30
946,5496,06/2010,10039,1426,9361,2470,16325,59.0,143.0,43.0,498.0,30
949,5499,06/2010,10065,591541,517956,961343,846692,57.0,90.0,18.0,1074.0,30
950,5500,06/2010,10069,311816,277505,521541,465129,34.0,88.0,21.0,1139.0,30
951,5501,06/2010,10075,261089,246801,438493,409545,14.0,26.0,3.0,1027.0,30
953,5503,06/2010,10128,342485,339844,554021,562440,39.0,62.0,13.0,860.0,30
954,5504,06/2010,10280,26586,27284,44097,45194,0.0,5.0,3.0,847.0,30
957,5507,06/2010,10301,501,959,880,1653,86.0,252.0,78.0,265.0,30
958,5508,06/2010,10302,316,504,521,852,41.0,94.0,20.0,230.0,30
959,5509,06/2010,10303,4721,22188,8474,38771,26.0,92.0,29.0,210.0,30
960,5510,06/2010,10304,110,403,165,627,35.0,98.0,46.0,251.0,30
961,5511,06/2010,10305,300,821,491,1315,32.0,110.0,55.0,255.0,30
962,5512,06/2010,10306,136,378,212,618,25.0,132.0,32.0,280.0,30
963,5513,06/2010,10307,1897,2098,2989,3238,6.0,34.0,13.0,273.0,30
964,5514,06/2010,10308,88,229,148,413,27.0,70.0,50.0,277.0,30
965,5515,06/2010,10309,390,499,1413,1580,12.0,72.0,27.0,236.0,30
966,5516,06/2010,10310,541,858,907,1413,55.0,113.0,35.0,252.0,30
967,5517,06/2010,10312,247,416,896,1202,22.0,89.0,26.0,249.0,30
968,5518,06/2010,10314,67,424,89,693,28.0,167.0,35.0,247.0,30
977,5527,06/2010,10459,467,1766,689,2966,104.0,269.0,52.0,223.0,30
980,5530,06/2010,10462,1032,4497,2053,7907,128.0,239.0,57.0,160.0,30
986,5536,06/2010,10470,1092,3775,1928,6363,60.0,147.0,15.0,206.0,30
993,5543,06/2010,11004,61,397,74,664,3.0,16.0,4.0,422.0,30
997,5547,06/2010,11101,26046,29019,41672,47264,29.0,65.0,9.0,507.0,30
998,5548,06/2010,11102,18866,33630,31142,56336,47.0,103.0,26.0,526.0,30
999,5549,06/2010,11103,17274,39173,30767,67152,63.0,113.0,19.0,416.0,30
1000,5550,06/2010,11104,28805,36467,47716,61647,40.0,112.0,25.0,444.0,30
1001,5551,06/2010,11105,5927,21598,10057,36242,25.0,49.0,13.0,366.0,30
1004,5554,06/2010,11201,80783,103064,137536,173535,86.0,204.0,52.0,652.0,30
1005,5555,06/2010,11203,360,2602,588,4278,102.0,201.0,33.0,246.0,30
1006,5556,06/2010,11204,569,2615,908,4443,49.0,101.0,28.0,368.0,30
1007,5557,06/2010,11205,7275,34711,12436,57679,117.0,180.0,45.0,423.0,30
1008,5558,06/2010,11206,5047,25391,9514,43175,213.0,337.0,63.0,288.0,30
1009,5559,06/2010,11207,475,2205,844,3664,185.0,422.0,88.0,268.0,30
1010,5560,06/2010,11208,547,2147,1143,3906,172.0,387.0,61.0,250.0,30
1012,5562,06/2010,11210,793,3723,1312,6305,100.0,159.0,35.0,314.0,30
1013,5563,06/2010,11211,62550,94430,109001,162050,121.0,185.0,28.0,541.0,30
1014,5564,06/2010,11212,269,2068,455,3479,218.0,483.0,96.0,255.0,30
1015,5565,06/2010,11213,810,5758,1291,9682,140.0,287.0,45.0,269.0,30
1016,5566,06/2010,11214,1461,3853,1905,6062,53.0,133.0,28.0,375.0,30
1017,5567,06/2010,11215,12017,50125,20323,83565,71.0,127.0,22.0,575.0,30
1018,5568,06/2010,11216,1974,16201,3464,27330,169.0,321.0,61.0,385.0,30
1019,5569,06/2010,11217,37247,60300,61434,100776,124.0,278.0,45.0,595.0,30
1021,5571,06/2010,11219,586,3606,1021,6182,61.0,122.0,24.0,351.0,30
1023,5573,06/2010,11221,1109,11381,1935,19351,209.0,363.0,81.0,224.0,30
1024,5574,06/2010,11222,11727,41575,20171,68805,45.0,60.0,16.0,561.0,30
1025,5575,06/2010,11223,1189,3840,1761,6359,80.0,146.0,34.0,397.0,30
1026,5576,06/2010,11224,628,1590,1077,2833,88.0,205.0,37.0,319.0,30
1027,5577,06/2010,11225,2009,11313,3491,19299,132.0,265.0,59.0,329.0,30
1028,5578,06/2010,11226,1091,7330,1767,12476,184.0,369.0,58.0,324.0,30
1029,5579,06/2010,11228,811,4531,1180,7276,48.0,94.0,24.0,397.0,30
1032,5582,06/2010,11231,25249,33192,42157,54906,60.0,108.0,29.0,598.0,30
1033,5583,06/2010,11232,1574,5605,2647,9559,35.0,70.0,16.0,454.0,30
1034,5584,06/2010,11233,391,2676,704,4591,172.0,329.0,85.0,281.0,30
1035,5585,06/2010,11234,321,2187,603,3813,78.0,175.0,33.0,327.0,30
1036,5586,06/2010,11235,552,3332,885,5772,77.0,174.0,23.0,411.0,30
1038,5588,06/2010,11237,1721,12452,3201,21544,176.0,255.0,57.0,381.0,30
1039,5589,06/2010,11238,6541,34208,10907,57187,82.0,135.0,23.0,493.0,30
1041,5591,06/2010,11354,1074,3667,1652,6181,31.0,66.0,9.0,405.0,30
1042,5592,06/2010,11355,4886,5313,7449,8540,62.0,115.0,27.0,402.0,30
1043,5593,06/2010,11356,786,2255,1548,3950,15.0,44.0,16.0,353.0,30
1044,5594,06/2010,11357,386,2052,795,3651,17.0,37.0,11.0,419.0,30
1045,5595,06/2010,11358,294,1848,508,3131,20.0,34.0,6.0,384.0,30
1047,5597,06/2010,11361,144,1503,279,2607,19.0,33.0,7.0,415.0,30
1048,5598,06/2010,11362,131,751,295,1309,16.0,16.0,2.0,431.0,30
1049,5599,06/2010,11363,372,1150,779,2063,2.0,3.0,3.0,445.0,30
1050,5600,06/2010,11364,147,1346,250,2264,16.0,37.0,5.0,421.0,30
1051,5601,06/2010,11365,235,1968,471,3316,14.0,46.0,5.0,398.0,30
1052,5602,06/2010,11366,323,1948,689,3467,17.0,25.0,4.0,396.0,30
1053,5603,06/2010,11367,1975,5988,4153,10715,41.0,92.0,24.0,347.0,30
1054,5604,06/2010,11368,2980,8742,4999,15459,93.0,212.0,29.0,376.0,30
1055,5605,06/2010,11369,237,1461,363,2372,16.0,27.0,8.0,292.0,30
1057,5607,06/2010,11372,10417,28833,18644,50904,120.0,294.0,56.0,347.0,30
1059,5609,06/2010,11374,3594,12124,6108,20378,47.0,143.0,15.0,388.0,30
1060,5610,06/2010,11375,12230,17429,19718,28782,35.0,75.0,22.0,429.0,30
1061,5611,06/2010,11377,11954,19425,20804,34040,37.0,82.0,19.0,363.0,30
1062,5612,06/2010,11378,1953,6900,3735,11950,51.0,85.0,12.0,341.0,30
1063,5613,06/2010,11379,631,3598,1299,6308,32.0,38.0,15.0,354.0,30
1064,5614,06/2010,11385,577,3192,1118,5481,57.0,104.0,21.0,320.0,30
1065,5615,06/2010,11411,221,1171,403,1984,25.0,38.0,9.0,303.0,30
1066,5616,06/2010,11412,144,839,233,1404,50.0,65.0,22.0,254.0,30
1067,5617,06/2010,11413,394,1524,666,2525,75.0,113.0,23.0,269.0,30
1068,5618,06/2010,11414,511,1286,1201,2491,15.0,28.0,7.0,310.0,30
1069,5619,06/2010,11415,2627,7655,4314,12637,25.0,81.0,19.0,326.0,30
1070,5620,06/2010,11416,270,1136,571,2001,44.0,81.0,15.0,272.0,30
1071,5621,06/2010,11417,462,1483,841,2601,29.0,48.0,21.0,293.0,30
1072,5622,06/2010,11418,463,2459,789,4259,33.0,80.0,13.0,278.0,30
1073,5623,06/2010,11419,608,1867,927,3102,65.0,88.0,25.0,269.0,30
1074,5624,06/2010,11420,318,1179,543,1981,36.0,49.0,16.0,281.0,30
1075,5625,06/2010,11421,580,2679,934,4563,62.0,91.0,24.0,267.0,30
