,Unnamed: 0,date,zipcode,pickups,dropoffs,pickup_passengers,dropoff_passengers,FELONIES,MISDEMEANORS,VIOLATIONS,price,date_enc
12224,8584,08/2015,10033,18208,38939,24133,59963,94.0,129.0,42.0,552.0,47
12225,8585,08/2015,10034,7338,17890,9617,27269,64.0,127.0,28.0,541.0,47
12226,8586,08/2015,10035,122232,126302,168601,193325,205.0,402.0,90.0,818.0,47
12229,8589,08/2015,10038,80702,90832,139003,152261,25.0,52.0,14.0,1264.0,47
12230,8590,08/2015,10039,13188,25366,17727,37784,61.0,164.0,34.0,627.0,47
12233,8593,08/2015,10065,393000,347128,656442,581552,58.0,69.0,10.0,1505.0,47
12234,8594,08/2015,10069,212037,201092,357536,339545,34.0,63.0,24.0,1665.0,47
12235,8595,08/2015,10075,176492,166268,303903,281320,22.0,33.0,9.0,1338.0,47
12237,8597,08/2015,10128,237679,247555,394898,411336,41.0,58.0,11.0,1094.0,47
12238,8598,08/2015,10280,15732,20217,26015,33352,2.0,2.0,2.0,1121.0,47
12241,8601,08/2015,10301,98,662,146,1096,82.0,244.0,82.0,278.0,47
12242,8602,08/2015,10302,99,254,124,390,53.0,143.0,35.0,244.0,47
12243,8603,08/2015,10303,1341,20971,1910,37267,37.0,117.0,31.0,206.0,47
12244,8604,08/2015,10304,29,341,55,562,43.0,95.0,48.0,260.0,47
12245,8605,08/2015,10305,56,543,70,967,41.0,67.0,29.0,267.0,47
12246,8606,08/2015,10306,13,254,20,425,37.0,76.0,29.0,292.0,47
12247,8607,08/2015,10307,470,917,697,1357,14.0,31.0,14.0,282.0,47
12248,8608,08/2015,10308,12,148,14,249,29.0,70.0,23.0,291.0,47
12249,8609,08/2015,10309,29,134,34,199,23.0,48.0,10.0,250.0,47
12250,8610,08/2015,10310,84,428,122,663,50.0,100.0,32.0,270.0,47
12251,8611,08/2015,10312,9,163,13,274,16.0,54.0,23.0,264.0,47
12252,8612,08/2015,10314,36,386,43,648,37.0,103.0,32.0,264.0,47
12258,8618,08/2015,10456,4233,9211,5369,13066,149.0,298.0,77.0,222.0,47
12259,8619,08/2015,10457,3805,8365,4924,11945,179.0,357.0,75.0,214.0,47
12261,8621,08/2015,10459,3349,6256,4542,9128,136.0,262.0,76.0,180.0,47
12264,8624,08/2015,10462,6797,8945,9682,13490,103.0,234.0,60.0,152.0,47
12270,8630,08/2015,10470,929,5827,1246,9156,75.0,142.0,37.0,230.0,47
12277,8637,08/2015,11004,50,672,66,1016,9.0,9.0,3.0,456.0,47
12281,8641,08/2015,11101,33527,37726,52394,60139,38.0,49.0,11.0,584.0,47
12282,8642,08/2015,11102,40521,51526,60576,81843,76.0,111.0,22.0,526.0,47
12283,8643,08/2015,11103,47729,63686,72959,101017,69.0,122.0,22.0,521.0,47
12284,8644,08/2015,11104,35058,46659,54086,74962,43.0,77.0,25.0,501.0,47
12285,8645,08/2015,11105,19487,34530,30589,54864,30.0,52.0,13.0,473.0,47
12288,8648,08/2015,11201,142744,119863,219225,190752,107.0,215.0,42.0,1061.0,47
12289,8649,08/2015,11203,2196,8505,2952,12434,127.0,184.0,77.0,267.0,47
12290,8650,08/2015,11204,360,3029,546,4869,71.0,109.0,20.0,470.0,47
12291,8651,08/2015,11205,37103,60079,52313,92582,96.0,154.0,39.0,552.0,47
12292,8652,08/2015,11206,26793,53958,40306,84746,200.0,279.0,61.0,393.0,47
12293,8653,08/2015,11207,2702,8090,3737,12039,250.0,374.0,84.0,296.0,47
12294,8654,08/2015,11208,1529,5974,2128,9068,252.0,396.0,115.0,291.0,47
12296,8656,08/2015,11210,2939,7109,3695,10767,108.0,187.0,58.0,404.0,47
12297,8657,08/2015,11211,170269,154410,258865,249230,159.0,213.0,49.0,910.0,47
12298,8658,08/2015,11212,3049,8103,4055,12034,235.0,397.0,129.0,267.0,47
12299,8659,08/2015,11213,11371,22853,14979,33896,141.0,231.0,79.0,427.0,47
12300,8660,08/2015,11214,489,3299,753,5236,103.0,119.0,36.0,465.0,47
12301,8661,08/2015,11215,39212,62146,59052,97692,76.0,125.0,21.0,948.0,47
12302,8662,08/2015,11216,37590,56509,51411,85762,148.0,203.0,68.0,753.0,47
12303,8663,08/2015,11217,104389,90966,149684,140183,131.0,277.0,56.0,968.0,47
12305,8665,08/2015,11219,611,4875,917,7742,84.0,114.0,29.0,448.0,47
12307,8667,08/2015,11221,13944,44812,20126,69861,182.0,272.0,93.0,481.0,47
12308,8668,08/2015,11222,42363,64696,64075,102391,48.0,82.0,16.0,974.0,47
12309,8669,08/2015,11223,743,4325,1036,6669,104.0,158.0,39.0,524.0,47
12310,8670,08/2015,11224,3688,2551,4726,3870,163.0,283.0,47.0,348.0,47
12311,8671,08/2015,11225,14854,28441,20865,43683,151.0,240.0,73.0,548.0,47
12312,8672,08/2015,11226,7322,19750,10049,30408,171.0,251.0,87.0,447.0,47
12313,8673,08/2015,11228,431,4794,649,7714,45.0,78.0,29.0,515.0,47
12316,8676,08/2015,11231,32393,42187,49239,65749,74.0,86.0,19.0,969.0,47
12317,8677,08/2015,11232,4507,10222,6310,15996,44.0,79.0,19.0,637.0,47
12318,8678,08/2015,11233,7271,14980,9604,22065,187.0,273.0,97.0,468.0,47
12319,8679,08/2015,11234,1138,4924,1515,7492,119.0,171.0,60.0,359.0,47
12320,8680,08/2015,11235,5031,5221,6730,8102,83.0,132.0,35.0,485.0,47
12322,8682,08/2015,11237,12364,38197,18993,61022,169.0,274.0,54.0,689.0,47
12323,8683,08/2015,11238,36099,58972,50414,91699,82.0,133.0,32.0,870.0,47
12325,8685,08/2015,11354,1280,6273,1882,9687,39.0,75.0,18.0,480.0,47
12326,8686,08/2015,11355,15979,9998,20106,15153,95.0,156.0,27.0,465.0,47
12327,8687,08/2015,11356,246,3879,334,5723,22.0,34.0,17.0,407.0,47
12328,8688,08/2015,11357,105,2918,238,4811,19.0,36.0,6.0,477.0,47
12329,8689,08/2015,11358,140,2669,251,4199,26.0,35.0,12.0,444.0,47
12331,8691,08/2015,11361,209,1875,250,3009,33.0,50.0,9.0,477.0,47
12332,8692,08/2015,11362,41,861,58,1477,15.0,13.0,4.0,467.0,47
12333,8693,08/2015,11363,59,948,78,1515,5.0,5.0,0.0,504.0,47
12334,8694,08/2015,11364,57,1656,70,2647,13.0,24.0,7.0,480.0,47
12335,8695,08/2015,11365,173,3235,237,5038,18.0,33.0,7.0,452.0,47
12336,8696,08/2015,11366,259,3379,340,5028,21.0,23.0,5.0,469.0,47
12337,8697,08/2015,11367,1080,9243,1531,13652,37.0,68.0,20.0,415.0,47
12338,8698,08/2015,11368,15223,32683,24369,51138,128.0,203.0,38.0,462.0,47
12339,8699,08/2015,11369,224,2448,317,3644,20.0,39.0,11.0,347.0,47
12341,8701,08/2015,11372,95890,79843,146330,126604,162.0,278.0,65.0,409.0,47
12343,8703,08/2015,11374,23647,26661,35265,41314,42.0,145.0,14.0,458.0,47
12344,8704,08/2015,11375,31476,25383,43877,39155,50.0,106.0,23.0,498.0,47
12345,8705,08/2015,11377,38089,38229,62594,61141,46.0,76.0,14.0,422.0,47
12346,8706,08/2015,11378,1927,15442,3029,24518,36.0,81.0,17.0,395.0,47
12347,8707,08/2015,11379,425,6143,650,9901,21.0,34.0,15.0,412.0,47
12348,8708,08/2015,11385,489,6067,749,9604,44.0,73.0,25.0,357.0,47
12349,8709,08/2015,11411,90,1781,132,2780,42.0,28.0,13.0,295.0,47
12350,8710,08/2015,11412,106,2164,159,3247,67.0,85.0,14.0,249.0,47
12351,8711,08/2015,11413,186,2250,267,3636,84.0,115.0,24.0,271.0,47
12352,8712,08/2015,11414,171,1359,246,2297,26.0,21.0,7.0,276.0,47
12353,8713,08/2015,11415,13757,13908,18566,20841,41.0,76.0,16.0,351.0,47
12354,8714,08/2015,11416,270,2342,422,3693,35.0,67.0,18.0,301.0,47
12355,8715,08/2015,11417,866,3064,1243,4925,43.0,59.0,23.0,325.0,47
12356,8716,08/2015,11418,957,5821,1338,8618,40.0,87.0,34.0,304.0,47
12357,8717,08/2015,11419,655,4165,902,6102,84.0,141.0,34.0,296.0,47
12358,8718,08/2015,11420,190,2725,253,4002,36.0,46.0,23.0,317.0,47
12359,8719,08/2015,11421,728,5624,1167,8783,48.0,86.0,19.0,303.0,47
12360,8720,08/2015,11422,303,3151,418,5167,44.0,47.0,20.0,283.0,47
12361,8721,08/2015,11423,364,2852,437,4316,57.0,63.0,25.0,306.0,47
12362,8722,08/2015,11426,159,912,207,1388,17.0,30.0,4.0,357.0,47
12363,8723,08/2015,11427,117,1270,139,2047,17.0,29.0,7.0,351.0,47
12364,8724,08/2015,11428,96,837,125,1294,19.0,30.0,17.0,318.0,47
12365,8725,08/2015,11429,135,1165,176,1838,43.0,68.0,20.0,278.0,47
12367,8727,08/2015,11432,2152,6433,2910,10011,75.0,92.0,29.0,390.0,47
12368,8728,08/2015,11433,532,3580,711,4910,105.0,160.0,45.0,276.0,47
12369,8729,08/2015,11434,171340,55706,308127,95401,94.0,226.0,32.0,281.0,47
12370,8730,08/2015,11435,18834,9882,22938,14909,104.0,174.0,41.0,309.0,47
12371,8731,08/2015,11436,3445,7216,5804,11486,74.0,89.0,31.0,307.0,47
12372,8732,08/2015,11691,127,773,176,1240,141.0,171.0,44.0,240.0,47
12373,8733,08/2015,11692,477,1094,697,1760,79.0,133.0,56.0,220.0,47
12374,8734,08/2015,11694,68,629,97,1050,23.0,35.0,14.0,325.0,47
12376,9646,09/2015,10001,533061,515244,888244,864483,108.0,237.0,15.0,1672.0,53
12377,9647,09/2015,10002,164906,161915,284020,275134,124.0,214.0,52.0,1253.0,53
12379,9649,09/2015,10004,77598,90219,134945,154853,18.0,27.0,2.0,1426.0,53
12380,9650,09/2015,10005,43108,51582,73352,86634,12.0,62.0,2.0,1231.0,53
12381,9651,09/2015,10006,46616,41215,80897,71258,2.0,3.0,1.0,1327.0,53
12382,9652,09/2015,10007,50067,52880,84750,88917,16.0,26.0,5.0,1749.0,53
12383,9653,09/2015,10009,229812,237470,386920,395564,107.0,212.0,48.0,1271.0,53
12388,9658,09/2015,10014,450873,392562,763338,663719,99.0,132.0,24.0,1748.0,53
12391,9661,09/2015,10018,295616,266395,497009,451660,61.0,103.0,11.0,1819.0,53
12396,9666,09/2015,10023,334553,327639,560516,545790,36.0,94.0,16.0,1527.0,53
12397,9667,09/2015,10024,316165,343483,532214,572492,46.0,139.0,18.0,1394.0,53
12398,9668,09/2015,10025,260508,275418,428232,449934,88.0,169.0,45.0,1234.0,53
12399,9669,09/2015,10026,92265,98338,133484,153049,109.0,179.0,42.0,932.0,53
12402,9672,09/2015,10029,167118,170954,253092,275052,129.0,273.0,59.0,886.0,53
12403,9673,09/2015,10030,24478,35966,32259,53054,64.0,129.0,40.0,626.0,53
12404,9674,09/2015,10031,37021,51484,50979,78528,63.0,183.0,45.0,674.0,53
12405,9675,09/2015,10032,30317,39936,40575,60470,68.0,99.0,40.0,611.0,53
12406,9676,09/2015,10033,18193,38268,24225,58371,71.0,132.0,31.0,566.0,53
12407,9677,09/2015,10034,7618,18118,9909,27606,70.0,123.0,26.0,537.0,53
12408,9678,09/2015,10035,122808,126060,171070,192559,217.0,437.0,66.0,833.0,53
12411,9681,09/2015,10038,79194,87113,134278,144674,28.0,52.0,19.0,1283.0,53
12412,9682,09/2015,10039,12047,23118,15863,34248,62.0,146.0,39.0,641.0,53
12415,9685,09/2015,10065,423344,371212,702048,617806,67.0,71.0,17.0,1521.0,53
12416,9686,09/2015,10069,228888,215590,380638,358776,25.0,74.0,20.0,1673.0,53
12417,9687,09/2015,10075,199366,186220,336399,310275,16.0,25.0,2.0,1350.0,53
12419,9689,09/2015,10128,253951,270271,424320,448796,45.0,50.0,11.0,1110.0,53
12420,9690,09/2015,10280,15760,20380,25839,33120,1.0,2.0,0.0,1124.0,53
12423,9693,09/2015,10301,80,621,127,1083,72.0,197.0,86.0,279.0,53
12424,9694,09/2015,10302,73,242,80,354,62.0,121.0,38.0,244.0,53
12425,9695,09/2015,10303,1493,22690,2086,39064,30.0,110.0,23.0,207.0,53
12426,9696,09/2015,10304,15,329,24,514,45.0,68.0,42.0,260.0,53
12427,9697,09/2015,10305,20,449,25,731,34.0,78.0,32.0,269.0,53
12428,9698,09/2015,10306,6,199,6,335,35.0,89.0,33.0,293.0,53
12429,9699,09/2015,10307,440,793,582,1075,3.0,14.0,7.0,282.0,53
12430,9700,09/2015,10308,10,126,14,221,22.0,76.0,29.0,292.0,53
12431,9701,09/2015,10309,31,145,45,229,23.0,50.0,7.0,250.0,53
12432,9702,09/2015,10310,81,404,102,648,39.0,77.0,35.0,271.0,53
12433,9703,09/2015,10312,14,154,19,260,22.0,58.0,25.0,265.0,53
12434,9704,09/2015,10314,41,311,58,520,48.0,99.0,38.0,266.0,53
12440,9710,09/2015,10456,3963,8341,5052,11810,156.0,344.0,81.0,222.0,53
12441,9711,09/2015,10457,3620,7610,4549,10556,169.0,314.0,75.0,216.0,53
12443,9713,09/2015,10459,2823,5400,3754,7838,100.0,230.0,67.0,179.0,53
12446,9716,09/2015,10462,6522,8253,8939,12199,127.0,195.0,57.0,151.0,53
12452,9722,09/2015,10470,884,5338,1147,8137,72.0,119.0,27.0,230.0,53
12459,9729,09/2015,11004,50,616,69,881,12.0,14.0,4.0,458.0,53
12463,9733,09/2015,11101,32650,38410,50948,61568,32.0,39.0,10.0,596.0,53
12464,9734,09/2015,11102,39967,49114,58542,77982,48.0,134.0,35.0,540.0,53
12465,9735,09/2015,11103,43802,60171,67261,94809,71.0,124.0,29.0,529.0,53
12466,9736,09/2015,11104,32417,43607,50365,69723,42.0,66.0,25.0,503.0,53
12467,9737,09/2015,11105,18902,33724,29533,53318,35.0,46.0,14.0,479.0,53
12470,9740,09/2015,11201,145983,123923,222432,196828,113.0,188.0,45.0,1072.0,53
12471,9741,09/2015,11203,2044,7796,2714,11303,116.0,173.0,74.0,271.0,53
12472,9742,09/2015,11204,348,2805,569,4466,53.0,105.0,21.0,473.0,53
12473,9743,09/2015,11205,38142,61974,53981,94723,91.0,145.0,36.0,557.0,53
12474,9744,09/2015,11206,25026,52772,36453,82264,180.0,309.0,57.0,393.0,53
12475,9745,09/2015,11207,2447,7574,3200,11033,214.0,381.0,77.0,299.0,53
12476,9746,09/2015,11208,1738,5292,2446,7770,237.0,312.0,93.0,293.0,53
12478,9748,09/2015,11210,2845,6289,3585,9483,111.0,156.0,44.0,406.0,53
12479,9749,09/2015,11211,165593,154874,249156,248541,140.0,207.0,36.0,907.0,53
12480,9750,09/2015,11212,2786,7347,3635,10555,215.0,343.0,107.0,267.0,53
12481,9751,09/2015,11213,11169,21913,14725,32662,164.0,228.0,76.0,433.0,53
12482,9752,09/2015,11214,392,3193,551,5099,71.0,119.0,32.0,471.0,53
12483,9753,09/2015,11215,38801,63647,57586,99046,72.0,112.0,29.0,952.0,53
12484,9754,09/2015,11216,36524,55174,48706,82976,162.0,189.0,72.0,762.0,53
12485,9755,09/2015,11217,105326,92471,150044,142574,130.0,238.0,58.0,972.0,53
12487,9757,09/2015,11219,570,4359,891,6862,66.0,127.0,29.0,452.0,53
12489,9759,09/2015,11221,13330,43640,19111,67183,224.0,272.0,84.0,489.0,53
12490,9760,09/2015,11222,42092,65533,63141,102112,51.0,75.0,20.0,985.0,53
12491,9761,09/2015,11223,724,4174,1050,6540,93.0,134.0,36.0,528.0,53
12492,9762,09/2015,11224,2564,2202,3147,3135,91.0,184.0,40.0,352.0,53
12493,9763,09/2015,11225,15029,27705,20573,42243,136.0,206.0,69.0,554.0,53
12494,9764,09/2015,11226,7343,19043,10056,29266,173.0,222.0,77.0,448.0,53
12495,9765,09/2015,11228,345,4444,527,7221,42.0,88.0,18.0,521.0,53
12498,9768,09/2015,11231,35069,45995,53449,71911,40.0,68.0,19.0,976.0,53
12499,9769,09/2015,11232,4179,10075,5767,15471,28.0,83.0,18.0,638.0,53
12500,9770,09/2015,11233,7096,13913,9226,20210,159.0,261.0,85.0,480.0,53
12501,9771,09/2015,11234,1056,4429,1354,6560,100.0,161.0,48.0,362.0,53
12502,9772,09/2015,11235,5043,5147,6822,7880,62.0,123.0,29.0,488.0,53
12504,9774,09/2015,11237,12734,39622,19266,62541,148.0,223.0,53.0,697.0,53
12505,9775,09/2015,11238,35466,58805,49352,90942,89.0,76.0,38.0,882.0,53
12507,9777,09/2015,11354,1423,7275,1974,11250,43.0,68.0,9.0,486.0,53
12508,9778,09/2015,11355,16145,9712,20598,14575,72.0,153.0,30.0,466.0,53
12509,9779,09/2015,11356,241,4006,340,5842,23.0,34.0,9.0,410.0,53
12510,9780,09/2015,11357,81,2610,119,4030,34.0,18.0,16.0,478.0,53
12511,9781,09/2015,11358,112,2653,153,4110,31.0,21.0,9.0,446.0,53
12513,9783,09/2015,11361,227,1766,298,2695,33.0,49.0,6.0,480.0,53
12514,9784,09/2015,11362,57,858,89,1454,7.0,10.0,1.0,471.0,53
12515,9785,09/2015,11363,61,954,77,1605,4.0,7.0,0.0,506.0,53
12516,9786,09/2015,11364,80,1761,104,2763,22.0,23.0,6.0,482.0,53
12517,9787,09/2015,11365,130,2691,192,4150,22.0,26.0,6.0,455.0,53
12518,9788,09/2015,11366,222,3309,301,5063,12.0,21.0,6.0,473.0,53
12519,9789,09/2015,11367,1206,8927,1754,13046,54.0,60.0,18.0,414.0,53
12520,9790,09/2015,11368,21554,37373,34723,58724,111.0,173.0,44.0,464.0,53
12521,9791,09/2015,11369,193,2389,278,3498,24.0,33.0,8.0,350.0,53
12523,9793,09/2015,11372,89092,74128,132885,116183,135.0,258.0,50.0,418.0,53
12525,9795,09/2015,11374,22044,25240,32373,38539,50.0,109.0,22.0,458.0,53
12526,9796,09/2015,11375,30466,24502,42567,37738,47.0,94.0,23.0,500.0,53
12527,9797,09/2015,11377,35171,35033,56886,54736,46.0,72.0,24.0,425.0,53
12528,9798,09/2015,11378,1944,15106,2996,23783,30.0,52.0,23.0,399.0,53
12529,9799,09/2015,11379,410,6094,600,9616,19.0,48.0,8.0,417.0,53
12530,9800,09/2015,11385,433,5819,595,8954,51.0,76.0,20.0,360.0,53
12531,9801,09/2015,11411,142,1615,231,2538,41.0,36.0,14.0,298.0,53
12532,9802,09/2015,11412,114,1848,173,2548,47.0,68.0,24.0,252.0,53
12533,9803,09/2015,11413,164,1906,231,2913,76.0,70.0,31.0,272.0,53
12534,9804,09/2015,11414,121,1131,179,1862,18.0,25.0,11.0,279.0,53
12535,9805,09/2015,11415,13936,13603,20298,20549,28.0,49.0,27.0,352.0,53
12536,9806,09/2015,11416,261,2212,433,3393,39.0,59.0,21.0,305.0,53
12537,9807,09/2015,11417,898,2902,1263,4555,42.0,52.0,8.0,326.0,53
12538,9808,09/2015,11418,936,5603,1294,8446,47.0,58.0,18.0,306.0,53
12539,9809,09/2015,11419,589,4020,873,6031,67.0,108.0,38.0,298.0,53
12540,9810,09/2015,11420,194,2575,279,3766,36.0,49.0,15.0,319.0,53
12541,9811,09/2015,11421,648,5025,923,7713,52.0,71.0,21.0,305.0,53
12542,9812,09/2015,11422,214,2509,267,4089,48.0,43.0,22.0,285.0,53
12543,9813,09/2015,11423,287,2576,387,3846,54.0,66.0,25.0,308.0,53
12544,9814,09/2015,11426,163,848,219,1325,20.0,18.0,9.0,358.0,53
12545,9815,09/2015,11427,128,1111,170,1734,14.0,26.0,16.0,353.0,53
12546,9816,09/2015,11428,113,790,148,1217,24.0,28.0,20.0,319.0,53
12547,9817,09/2015,11429,121,1027,175,1482,48.0,44.0,16.0,280.0,53
12549,9819,09/2015,11432,2070,6312,2861,9359,68.0,104.0,30.0,392.0,53
12550,9820,09/2015,11433,481,3398,648,4542,86.0,157.0,38.0,278.0,53
12551,9821,09/2015,11434,165467,58087,288516,98547,111.0,216.0,46.0,283.0,53
12552,9822,09/2015,11435,18176,9139,21456,13492,84.0,141.0,47.0,311.0,53
12553,9823,09/2015,11436,3463,6955,5782,10703,53.0,56.0,16.0,310.0,53
12554,9824,09/2015,11691,101,646,159,1014,102.0,161.0,58.0,239.0,53
12555,9825,09/2015,11692,199,772,285,1211,100.0,99.0,41.0,222.0,53
12556,9826,09/2015,11694,36,535,44,897,27.0,29.0,13.0,329.0,53
12558,10738,10/2015,10001,565695,542766,938778,908396,101.0,260.0,15.0,1672.0,59
12559,10739,10/2015,10002,178524,171530,306087,290590,91.0,216.0,40.0,1260.0,59
12561,10741,10/2015,10004,77702,93042,133032,157810,27.0,26.0,5.0,1434.0,59
12562,10742,10/2015,10005,45889,55413,76623,92104,17.0,76.0,4.0,1249.0,59
12563,10743,10/2015,10006,50288,45807,87821,78785,3.0,5.0,1.0,1332.0,59
12564,10744,10/2015,10007,52015,55941,87031,93639,21.0,18.0,6.0,1770.0,59
12565,10745,10/2015,10009,258688,262126,435164,436381,85.0,204.0,56.0,1277.0,59
12570,10750,10/2015,10014,475294,411342,800650,694148,101.0,125.0,24.0,1767.0,59
12573,10753,10/2015,10018,306840,272744,513554,460230,58.0,86.0,9.0,1856.0,59
12578,10758,10/2015,10023,393304,383383,657738,638686,54.0,79.0,19.0,1544.0,59
12579,10759,10/2015,10024,366238,392005,615636,652924,56.0,110.0,27.0,1404.0,59
12580,10760,10/2015,10025,293173,309063,480298,503739,89.0,180.0,54.0,1252.0,59
12581,10761,10/2015,10026,101795,107397,148159,166606,116.0,194.0,42.0,938.0,59
12584,10764,10/2015,10029,180482,188396,273562,301641,116.0,283.0,50.0,896.0,59
12585,10765,10/2015,10030,25628,39111,34199,58022,70.0,133.0,39.0,638.0,59
12586,10766,10/2015,10031,39550,54363,54373,82399,64.0,203.0,43.0,684.0,59
12587,10767,10/2015,10032,32103,42265,42588,64299,60.0,116.0,27.0,620.0,59
12588,10768,10/2015,10033,19499,40432,25685,61644,79.0,129.0,32.0,578.0,59
12589,10769,10/2015,10034,8317,19921,10607,29841,77.0,93.0,21.0,530.0,59
12590,10770,10/2015,10035,127032,134045,176547,204167,159.0,375.0,70.0,836.0,59
12593,10773,10/2015,10038,79256,89987,134076,148809,19.0,50.0,18.0,1283.0,59
12594,10774,10/2015,10039,11639,22471,15340,32913,61.0,151.0,41.0,649.0,59
12597,10777,10/2015,10065,485365,426015,801215,706577,76.0,88.0,12.0,1534.0,59
12598,10778,10/2015,10069,261138,246821,436118,411541,33.0,84.0,21.0,1671.0,59
12599,10779,10/2015,10075,221567,214184,372843,356531,19.0,19.0,4.0,1358.0,59
12601,10781,10/2015,10128,290200,312579,482392,516176,45.0,47.0,15.0,1121.0,59
